Version CSV1|Tool WEBBOX|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;;;;Sunny WebBox;Sunny WebBox;SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 31209 (SN: 31209);SN: 31209 (SN: 31209);SN: 31209 (SN: 31209);SN: 31209 (SN: 31209);SN: 31209 (SN: 31209)
06.12.2012 08:00;72817.91;1875;15996.79;15623.25;241;49.97;12;3000;575.44;386.17;0.1;0.06;0.46;-4.9;0.6;2;0.08;0.08;0.08;422;;;;156;Ok;9617.2;217;2081.62;2035.4;16;49.97;13;3000;603.15;405.29;0.09;0.05;240.68;242.54;242.05;0.05;0.05;0.05;50;16;Ok;none;-------;-------;9595.73;221;2087.83;2040.85;40;49.97;13;3000;539.87;355.69;0.14;0.07;240.44;242.41;242;0.14;0.14;0.14;73;24;Ok;none;-------;-------;9528.51;219;2081.58;2035.08;58;49.97;13;3000;525.55;358.56;0.15;0.1;240.63;240.39;239.83;0.1;0.1;0.09;81;35;Ok;none;-------;-------;9546.77;221;2081.34;2034.22;4;49.97;12;3000;632.03;426.79;0.05;0.02;238.38;242.43;239.58;0.02;0.02;0.02;27;6;Ok;none;-------;-------;9564.16;284;2088.42;2040.85;10;49.97;13;3000;612.97;412.3;0.04;0.03;239.95;241.88;241.13;0.04;0.04;0.04;23;11;Ok;none;-------;-------;9517.34;323;2090.8;2037.29;13;49.97;13;3000;604.09;408.88;0.05;0.03;239.93;242.32;241.71;0.05;0.05;0.05;27;11;Ok;none;-------;-------;7540.12;192;1741.36;1697.97;35;49.97;12;3000;546.9;361.89;0.1;0.06;240.53;242.73;242.2;0.14;0.14;0.15;54;20;Ok;none;-------;-------;7908.07;198;1743.84;1701.59;65;49.97;13;3000;539.02;359.96;162;95;238.49;240.27;239.75;0.11;0.11;0.1;87;33;Ok;none;-------;-------;0.46;-4.9;0.6;2;Ok
06.12.2012 08:05;72817.99;1875;15997.45;15623.92;671;49.99;12;3000;528.91;353.82;0.19;0.11;0.04;-4.9;0;5;0.14;0.14;0.13;777;;;;294;Ok;9617.22;217;2081.71;2035.48;85;49.99;13;3000;522.14;351.58;0.21;0.11;240.66;242.54;242.05;0.14;0.14;0.13;107;38;Ok;none;-------;-------;9595.74;221;2087.91;2040.93;85;49.99;12;3000;529.54;348.99;0.2;0.11;240.45;242.41;241.93;0.14;0.13;0.13;103;36;Ok;none;-------;-------;9528.52;219;2081.66;2035.16;92;49.99;12;3000;534.01;363.01;0.2;0.12;240.68;240.4;239.79;0.17;0.17;0.16;104;42;Ok;none;-------;-------;9546.78;221;2081.43;2034.3;80;49.99;12;3000;527.7;353.17;0.18;0.1;238.38;242.42;239.64;0.13;0.13;0.13;96;34;Ok;none;-------;-------;9564.17;284;2088.5;2040.94;76;49.99;14;3000;523.69;350;0.16;0.1;239.92;241.88;241.14;0.11;0.11;0.12;85;35;Ok;none;-------;-------;9517.35;323;2090.88;2037.37;77;49.99;13;3000;519.7;350.25;0.17;0.1;239.87;242.32;241.7;0.11;0.12;0.12;89;35;Ok;none;-------;-------;7540.13;192;1741.44;1698.06;83;49.99;12;3000;526.58;348.71;0.17;0.1;240.53;242.72;242.13;0.14;0.14;0.13;89;34;Ok;none;-------;-------;7908.08;198;1743.92;1701.67;93;49.99;13;3000;547.93;364.86;192;112;238.5;240.28;239.67;0.17;0.17;0.16;104;40;Ok;none;-------;-------;0.04;-4.9;0;5;Ok
06.12.2012 08:10;72818.14;1875;15998.12;15624.59;1253;50.04;11;3000;568.21;373.4;0.26;0.15;0;-5.2;-0.7;9;0.23;0.23;0.23;1183;;;;433;Ok;9617.23;217;2081.79;2035.57;158;50.04;12;3000;559.25;368.33;0.29;0.15;240.79;242.46;242.04;0.23;0.23;0.23;159;56;Ok;none;-------;-------;9595.76;221;2088;2041.01;155;50.05;3;3000;582.57;382.24;0.26;0.14;240.58;242.34;241.91;0.25;0.24;0.24;151;53;Ok;none;-------;-------;9528.54;219;2081.75;2035.25;168;50.05;13;3000;570.52;375.95;0.28;0.16;240.76;240.33;239.77;0.24;0.24;0.24;159;60;Ok;none;-------;-------;9546.8;221;2081.51;2034.39;154;50.05;11;3000;559.99;369.21;0.26;0.14;238.52;242.33;239.63;0.23;0.23;0.22;148;51;Ok;none;-------;-------;9564.19;284;2088.59;2041.02;146;50.05;12;3000;551.74;361.68;0.24;0.14;240.08;241.82;241.14;0.21;0.21;0.21;134;51;Ok;none;-------;-------;9517.37;323;2090.97;2037.46;147;50.05;13;3000;553.99;367.49;0.25;0.14;240;242.23;241.68;0.21;0.21;0.21;138;52;Ok;none;-------;-------;7540.15;192;1741.52;1698.14;155;50.05;13;3000;586.06;382.27;0.23;0.14;240.56;242.8;242.04;0.25;0.25;0.24;135;52;Ok;none;-------;-------;7908.1;198;1744;1701.75;170;50.05;12;3000;581.63;380.1;273;155;238.57;240.39;239.62;0.25;0.25;0.24;159;58;Ok;none;-------;-------;0;-5.2;-0.7;9;Ok
06.12.2012 08:15;72818.34;1875;15998.79;15625.25;1998;49.98;12;3000;603.27;394.03;0.35;0.19;0;-5.4;-1;14;0.36;0.35;0.35;1686;;;;601;Ok;9617.26;217;2081.87;2035.65;253;49.98;12;3000;604.48;393.33;0.37;0.19;240.62;242.44;241.95;0.36;0.36;0.36;223;75;Ok;none;-------;-------;9595.79;221;2088.08;2041.1;250;49.98;12;3000;604.83;393.12;0.36;0.19;240.43;242.34;241.85;0.36;0.35;0.35;216;75;Ok;none;-------;-------;9528.56;219;2081.83;2035.33;257;49.98;12;3000;594.19;391.53;0.37;0.21;240.57;240.34;239.71;0.36;0.37;0.36;220;80;Ok;none;-------;-------;9546.83;221;2081.59;2034.47;248;49.98;11;3000;606.6;395.06;0.35;0.19;238.39;242.32;239.58;0.36;0.35;0.35;209;72;Ok;none;-------;-------;9564.21;284;2088.67;2041.1;238;49.98;13;3000;604.28;392.35;0.33;0.19;239.93;241.82;241.07;0.33;0.33;0.34;196;72;Ok;none;-------;-------;9517.39;323;2091.05;2037.54;239;49.98;13;3000;599.01;394.92;0.34;0.19;239.86;242.23;241.62;0.33;0.33;0.34;202;73;Ok;none;-------;-------;7540.18;192;1741.61;1698.23;251;49.98;12;3000;607.66;397.24;0.33;0.19;240.5;242.63;242.03;0.36;0.36;0.35;200;74;Ok;none;-------;-------;7908.13;198;1744.09;1701.84;262;49.98;12;3000;605.14;394.71;364;203;238.52;240.23;239.62;0.38;0.38;0.37;220;80;Ok;none;-------;-------;0;-5.4;-1;14;Ok
06.12.2012 08:20;72818.59;1875;15999.46;15625.92;2635;49.97;12;3000;609.21;400.98;0.44;0.23;0;-5.3;-1.4;19;0.46;0.46;0.46;2131;;;;747;Ok;9617.29;217;2081.96;2035.73;335;49.97;12;3000;610.58;402.09;0.46;0.23;240.49;242.35;241.91;0.47;0.47;0.47;280;93;Ok;none;-------;-------;9595.82;221;2088.16;2041.18;331;49.97;11;3000;608.56;400.06;0.45;0.24;240.29;242.23;241.8;0.47;0.46;0.46;272;94;Ok;none;-------;-------;9528.6;219;2081.91;2035.41;337;49.97;13;3000;605.31;398.86;0.45;0.24;240.45;240.25;239.7;0.48;0.48;0.47;274;97;Ok;none;-------;-------;9546.86;221;2081.68;2034.55;327;49.97;12;3000;609.51;399.06;0.44;0.23;238.28;242.22;239.56;0.46;0.46;0.46;265;90;Ok;none;-------;-------;9564.24;284;2088.75;2041.19;316;49.97;13;3000;609.67;400.54;0.41;0.23;239.79;241.72;241.03;0.44;0.44;0.44;251;90;Ok;none;-------;-------;9517.42;323;2091.13;2037.62;317;49.97;13;3000;607.83;400.27;0.42;0.23;239.71;242.12;241.57;0.44;0.44;0.45;257;92;Ok;none;-------;-------;7540.21;192;1741.69;1698.31;329;49.97;11;3000;614.85;405.27;0.42;0.23;240.36;242.51;241.98;0.47;0.46;0.45;256;92;Ok;none;-------;-------;7908.16;198;1744.17;1701.92;343;49.97;12;3000;607.38;401.7;455;247;238.4;240.15;239.6;0.49;0.49;0.48;276;99;Ok;none;-------;-------;0;-5.3;-1.4;19;Ok
06.12.2012 08:25;72818.87;1875;16000.12;15626.59;3109;49.95;11;3000;613.14;405.77;0.51;0.27;0.18;-5.1;-1.1;23;0.54;0.54;0.54;2481;;;;862;Ok;9617.33;217;2082.04;2035.82;395;49.95;9;3000;613.7;406.54;0.53;0.27;240.4;241.95;241.88;0.55;0.55;0.55;324;108;Ok;none;-------;-------;9595.85;221;2088.25;2041.26;389;49.95;11;3000;615.8;405.75;0.52;0.27;240.21;241.85;241.79;0.55;0.54;0.54;317;109;Ok;none;-------;-------;9528.63;219;2082;2035.5;395;49.95;12;3000;607.1;402.56;0.52;0.28;240.37;239.9;239.7;0.55;0.56;0.55;318;112;Ok;none;-------;-------;9546.89;221;2081.76;2034.64;386;49.95;12;3000;612.72;405.51;0.5;0.26;238.23;241.84;239.58;0.54;0.54;0.54;308;104;Ok;none;-------;-------;9564.27;284;2088.84;2041.27;375;49.95;10;3000;612.12;405.87;0.48;0.26;239.72;241.34;241.02;0.52;0.52;0.53;294;104;Ok;none;-------;-------;9517.46;323;2091.22;2037.71;377;49.95;13;3000;612.45;406.32;0.49;0.26;239.63;241.73;241.56;0.52;0.52;0.53;300;106;Ok;none;-------;-------;7540.24;192;1741.77;1698.39;388;49.95;10;3000;617.58;408.83;0.49;0.26;240.28;242.12;241.97;0.55;0.54;0.54;299;106;Ok;none;-------;-------;7908.2;198;1744.25;1702;404;49.95;12;3000;613.72;404.79;524;281;238.35;239.79;239.61;0.57;0.57;0.56;321;113;Ok;none;-------;-------;0.18;-5.1;-1.1;23;Ok
06.12.2012 08:30;72819.18;1875;16000.79;15627.25;3509;49.97;11;3000;615.7;408.15;0.56;0.29;0.3;-4.6;0.1;25;0.62;0.61;0.61;2767;;;;958;Ok;9617.37;217;2082.12;2035.9;444;49.97;11;3000;616.64;409.67;0.59;0.29;240.28;241.99;241.57;0.62;0.61;0.62;360;120;Ok;none;-------;-------;9595.89;221;2088.33;2041.35;441;49.97;11;3000;617.78;410.55;0.57;0.29;240.09;241.89;241.46;0.62;0.61;0.61;351;120;Ok;none;-------;-------;9528.67;219;2082.08;2035.58;445;49.98;11;3000;608.07;404.84;0.58;0.31;240.25;239.96;239.41;0.63;0.62;0.62;353;124;Ok;none;-------;-------;9546.93;221;2081.84;2034.72;435;49.97;12;3000;614.44;407.2;0.56;0.29;238.14;241.89;239.29;0.61;0.6;0.61;344;116;Ok;none;-------;-------;9564.31;284;2088.92;2041.35;424;49.97;8;3000;616.46;407;0.53;0.29;239.6;241.39;240.7;0.59;0.59;0.59;329;116;Ok;none;-------;-------;9517.5;323;2091.3;2037.79;426;49.97;12;3000;615.35;407.41;0.55;0.29;239.51;241.78;241.23;0.59;0.59;0.6;336;118;Ok;none;-------;-------;7540.28;192;1741.86;1698.47;438;49.97;11;3000;621.21;410;0.54;0.29;240.16;242.17;241.65;0.62;0.6;0.61;336;118;Ok;none;-------;-------;7908.24;198;1744.34;1702.09;456;49.97;12;3000;615.72;408.59;583;309;238.25;239.86;239.32;0.64;0.64;0.64;358;126;Ok;none;-------;-------;0.3;-4.6;0.1;25;Ok
06.12.2012 08:35;72819.53;1875;16001.46;15627.92;3871;49.98;10;3000;617.67;409.44;0.61;0.32;0.4;-4;0.6;28;0.68;0.67;0.67;3032;;;;1043;Ok;9617.41;217;2082.21;2035.98;489;49.98;12;3000;619.06;410.1;0.64;0.32;240.06;241.93;241.57;0.68;0.68;0.68;393;131;Ok;none;-------;-------;9595.93;221;2088.41;2041.43;485;49.98;10;3000;618.94;409.81;0.62;0.32;239.88;241.83;241.46;0.68;0.67;0.67;384;130;Ok;none;-------;-------;9528.71;219;2082.16;2035.66;492;49.98;12;3000;611.68;405.53;0.63;0.34;240.03;239.93;239.44;0.69;0.69;0.68;387;135;Ok;none;-------;-------;9546.97;221;2081.93;2034.8;479;49.98;11;3000;616.36;409.06;0.61;0.31;237.96;241.83;239.32;0.67;0.67;0.67;376;126;Ok;none;-------;-------;9564.35;284;2089;2041.44;467;49.98;10;3000;617.45;408.75;0.59;0.31;239.39;241.33;240.7;0.65;0.65;0.65;362;126;Ok;none;-------;-------;9517.54;323;2091.38;2037.87;471;49.98;12;3000;617.74;410.52;0.6;0.31;239.29;241.71;241.23;0.66;0.65;0.66;369;128;Ok;none;-------;-------;7540.33;192;1741.94;1698.56;485;49.98;8;3000;623.51;412.33;0.59;0.31;239.96;242.11;241.65;0.68;0.67;0.67;368;129;Ok;none;-------;-------;7908.28;198;1744.42;1702.17;503;49.98;12;3000;616.68;409.42;638;337;238.06;239.82;239.33;0.71;0.71;0.7;393;138;Ok;none;-------;-------;0.4;-4;0.6;28;Ok
06.12.2012 08:40;72819.89;1875;16002.12;15628.59;4167;49.98;11;3000;618.83;411.12;0.66;0.34;1.28;-3.3;1;31;0.73;0.72;0.72;3249;;;;1117;Ok;9617.46;217;2082.29;2036.07;525;49.98;12;3000;618.74;411.62;0.68;0.34;239.91;241.98;241.47;0.74;0.72;0.73;421;140;Ok;none;-------;-------;9595.98;221;2088.5;2041.51;523;49.98;12;3000;620.29;411.4;0.66;0.34;239.73;241.88;241.38;0.73;0.72;0.73;411;140;Ok;none;-------;-------;9528.76;219;2082.25;2035.75;530;49.98;11;3000;612.81;407.56;0.68;0.36;239.86;240;239.36;0.75;0.74;0.74;414;145;Ok;none;-------;-------;9547.02;221;2082.01;2034.89;516;49.98;10;3000;618.46;410.14;0.65;0.33;237.84;241.89;239.27;0.73;0.71;0.72;404;135;Ok;none;-------;-------;9564.4;284;2089.09;2041.52;503;49.98;10;3000;619.25;411.54;0.63;0.33;239.26;241.4;240.63;0.7;0.69;0.7;387;135;Ok;none;-------;-------;9517.58;323;2091.47;2037.96;507;49.98;12;3000;619.24;413.47;0.64;0.33;239.15;241.77;241.15;0.71;0.7;0.71;396;137;Ok;none;-------;-------;7540.37;192;1742.02;1698.64;521;49.98;10;3000;624.13;412.85;0.63;0.34;239.8;242.16;241.56;0.74;0.72;0.72;394;138;Ok;none;-------;-------;7908.33;198;1744.5;1702.25;542;49.98;11;3000;617.74;410.45;684;359;237.95;239.91;239.28;0.77;0.76;0.75;422;147;Ok;none;-------;-------;1.28;-3.3;1;31;Ok
06.12.2012 08:45;72820.28;1875;16002.79;15629.25;4474;49.98;10;3000;620.06;411.96;0.7;0.36;1.34;-2.8;1.3;34;0.78;0.77;0.78;3480;;;;1194;Ok;9617.5;217;2082.37;2036.15;565;49.98;10;3000;619.86;413.57;0.73;0.36;239.82;241.68;241.31;0.79;0.78;0.78;451;150;Ok;none;-------;-------;9596.03;221;2088.58;2041.6;559;49.98;9;3000;621.92;411.58;0.71;0.36;239.63;241.58;241.21;0.79;0.77;0.78;441;149;Ok;none;-------;-------;9528.81;219;2082.33;2035.83;567;49.98;12;3000;612.73;408.16;0.73;0.38;239.8;239.74;239.26;0.8;0.79;0.79;445;155;Ok;none;-------;-------;9547.07;221;2082.09;2034.97;554;49.98;11;3000;619.8;410.61;0.7;0.35;237.77;241.58;239.12;0.78;0.77;0.78;432;145;Ok;none;-------;-------;9564.45;284;2089.17;2041.6;542;49.98;10;3000;621.64;413.55;0.67;0.35;239.16;241.11;240.46;0.76;0.75;0.76;415;144;Ok;none;-------;-------;9517.63;323;2091.55;2038.04;545;49.98;10;3000;621.17;413.93;0.68;0.36;239.04;241.46;240.98;0.76;0.75;0.76;423;147;Ok;none;-------;-------;7540.42;192;1742.11;1698.72;560;49.98;9;3000;625.63;414.49;0.68;0.36;239.71;241.86;241.39;0.79;0.77;0.77;422;147;Ok;none;-------;-------;7908.38;198;1744.59;1702.34;582;49.98;12;3000;617.76;409.84;730;384;237.88;239.65;239.15;0.82;0.81;0.81;451;157;Ok;none;-------;-------;1.34;-2.8;1.3;34;Ok
06.12.2012 08:50;72820.7;1875;16003.46;15629.92;4801;49.97;9;3000;621.4;413.18;0.75;0.39;0.7;-2.4;1.7;36;0.84;0.83;0.83;3725;;;;1275;Ok;9617.56;217;2082.46;2036.23;606;49.97;9;3000;622.4;415.34;0.78;0.39;239.85;241.89;241.26;0.85;0.84;0.84;482;160;Ok;none;-------;-------;9596.08;221;2088.66;2041.68;602;49.97;9;3000;624.44;413.06;0.76;0.39;239.67;241.78;241.17;0.84;0.83;0.84;472;159;Ok;none;-------;-------;9528.86;219;2082.41;2035.91;608;49.97;11;3000;612.37;408.34;0.78;0.41;239.82;239.98;239.22;0.85;0.85;0.84;476;166;Ok;none;-------;-------;9547.12;221;2082.18;2035.05;594;49.97;8;3000;621.05;410.46;0.75;0.38;237.83;241.79;239.11;0.83;0.82;0.83;462;155;Ok;none;-------;-------;9564.5;284;2089.25;2041.69;583;49.97;10;3000;622.85;413.64;0.72;0.37;239.2;241.31;240.43;0.81;0.8;0.82;445;154;Ok;none;-------;-------;9517.68;323;2091.63;2038.12;584;49.97;11;3000;623.17;417.48;0.73;0.38;239.07;241.66;240.94;0.81;0.8;0.82;452;156;Ok;none;-------;-------;7540.47;192;1742.19;1698.81;600;49.97;10;3000;626.88;416.46;0.72;0.38;239.74;242.06;241.35;0.85;0.83;0.83;453;158;Ok;none;-------;-------;7908.44;198;1744.67;1702.42;624;49.97;11;3000;618.07;410.69;782;409;237.95;239.88;239.14;0.88;0.87;0.87;483;167;Ok;none;-------;-------;0.7;-2.4;1.7;36;Ok
06.12.2012 08:55;72821.15;1875;16004.12;15630.59;5182;49.96;8;3000;624.08;415.11;0.8;0.41;0.8;-2;1.9;40;0.91;0.89;0.9;3992;;;;1366;Ok;9617.61;217;2082.54;2036.32;654;49.96;9;3000;624.87;416.17;0.83;0.41;239.91;242.1;241.3;0.91;0.9;0.91;515;171;Ok;none;-------;-------;9596.14;221;2088.75;2041.76;650;49.96;7;3000;627.55;415.56;0.81;0.41;239.71;242;241.18;0.91;0.89;0.9;505;170;Ok;none;-------;-------;9528.92;219;2082.5;2036;658;49.96;10;3000;614.03;409.7;0.83;0.44;239.89;240.21;239.31;0.93;0.91;0.91;509;178;Ok;none;-------;-------;9547.17;221;2082.26;2035.14;641;49.96;10;3000;623.64;413.49;0.8;0.4;237.91;241.99;239.15;0.9;0.89;0.9;497;167;Ok;none;-------;-------;9564.55;284;2089.34;2041.77;628;49.96;8;3000;625.32;415.3;0.77;0.4;239.25;241.54;240.45;0.88;0.86;0.88;478;165;Ok;none;-------;-------;9517.73;323;2091.72;2038.21;628;49.96;9;3000;627.06;420.34;0.77;0.4;239.11;241.87;240.95;0.87;0.86;0.88;485;167;Ok;none;-------;-------;7540.53;192;1742.27;1698.89;648;49.96;8;3000;630.11;418.18;0.77;0.41;239.8;242.27;241.37;0.91;0.89;0.9;485;169;Ok;none;-------;-------;7908.49;198;1744.75;1702.5;675;49.96;10;3000;620.08;412.15;837;437;238.03;240.12;239.18;0.95;0.94;0.94;518;179;Ok;none;-------;-------;0.8;-2;1.9;40;Ok
