Version CSV1|Tool WEBBOX|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;Sunny WebBox;;;;Sunny WebBox;Sunny WebBox;SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110326316 (SN: 2110326316);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110330004 (SN: 2110330004);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361109 (SN: 2110361109);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110361118 (SN: 2110361118);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370091 (SN: 2110370091);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110370092 (SN: 2110370092);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110383422 (SN: 2110383422);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 2110385943 (SN: 2110385943);SN: 31209 (SN: 31209);SN: 31209 (SN: 31209);SN: 31209 (SN: 31209);SN: 31209 (SN: 31209);SN: 31209 (SN: 31209)
06.01.2013 08:05;78559.76;2123;18042.07;17479.62;0;0;0;0;0;0;0;0;1.86;-0.7;2;0;;;;0;;;;0;Ok;;;;;;;;;;;0;0;;;;;;;0;0;Ok;none;-------;-------;;;;;;;;;0;0;0;0;;;;;;;0;0;Ok;none;-------;-------;;;;;;;;;0;0;0;0;;;;;;;0;0;Ok;none;-------;-------;;;;;;;;;0;0;;;;;;;;;;;Ok;none;-------;-------;;;;;;;;;0;0;0;0;;;;;;;0;0;Ok;none;-------;-------;;;;;;;;;0;0;0;0;;;;;;;0;0;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;0;0;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;0;0;Ok;none;-------;-------;1.86;-0.7;2;0;Ok
06.01.2013 08:10;78559.76;2123;18041.69;17479.62;0;49.99;3;3000;0;0;0;0;1.75;-0.6;2.1;0;0;0;0;0;;;;0;Ok;10336.65;248;2338.55;2268.99;0;50;3;3000;0;0;0;0;;;;0;0;0;0;0;Ok;none;-------;-------;;;;;;;;;0;0;0;0;;;;;;;0;0;Ok;none;-------;-------;;;;;;;;;;;;;;;;;;;0;0;Ok;none;-------;-------;;;;;;;;;0;0;0;0;;;;;;;0;0;Ok;none;-------;-------;10264.38;315;2346.27;2273.34;0;50;3;3000;0;0;0;0;;;;0;0;0;0;0;Ok;none;-------;-------;10215.28;354;2344.68;2269.02;0;50;3;3000;0;0;0;0;;;;0;0;0;0;0;Ok;none;-------;-------;8236.73;223;1998.75;1927.72;0;50;3;3000;0;0;0;0;;;;0;0;0;0;0;Ok;none;-------;-------;8686.85;229;2001.44;1934.26;0;49.99;3;3000;0;0;0;0;;;;0;0;0;0;0;Ok;none;-------;-------;1.75;-0.6;2.1;0;Ok
06.01.2013 08:15;78559.76;2123;18042.02;17479.62;0;49.99;3;3000;548.29;396.69;0.03;0.02;1.79;-0.6;2;0;0;0;0;123;;;;44;Ok;10336.65;248;2338.64;2268.99;0;50;3;3000;545.14;395.19;0.05;0.02;245.09;247.21;246.7;0;0;0;27;9;Ok;none;-------;-------;10311.93;252;2344.29;2273.58;0;49.99;3;3000;550.41;396.45;0.04;0.02;244.74;247.05;246.55;0;0;0;19;5;Ok;none;-------;-------;10252.46;250;2337.36;2267.21;0;49.99;3;3000;538.65;394.47;0.02;0.02;244.89;245.09;244.5;0;0;0;10;6;Ok;none;-------;-------;10255.47;252;2330.26;2265.49;0;49.99;3;3000;541.98;391.44;37;11;242.71;246.95;244.34;0;0;0;19;4;Ok;none;-------;-------;10264.38;315;2346.36;2273.34;0;50;3;3000;556.88;396.02;0.02;0.02;244.46;246.68;245.84;0;0;0;9;6;Ok;none;-------;-------;10215.28;354;2344.77;2269.02;0;50;3;3000;541.03;398.49;0.02;0.02;244.36;247.03;246.42;0;0;0;10;6;Ok;none;-------;-------;8236.73;223;1998.83;1927.72;0;50;3;3000;556.06;401.29;19;8;245.04;247.48;246.87;0;0;0;10;2;Ok;none;-------;-------;8686.85;229;2001.52;1934.26;0;50;3;3000;556.22;400.17;35;17;243.14;245.16;244.56;0;0;0;19;6;Ok;none;-------;-------;1.79;-0.6;2;0;Ok
06.01.2013 08:20;78559.76;2123;18042.69;17479.62;0;49.98;3;3000;595.72;412.79;0.03;0.02;1.49;-0.6;2;0;0;0;0;131;;;;48;Ok;10336.65;248;2338.72;2268.99;0;49.98;3;3000;596.7;413.06;0.05;0.03;245.1;247.12;246.62;0;0;0;30;10;Ok;none;-------;-------;10311.93;252;2344.38;2273.58;0;49.98;3;3000;599.14;412.63;0.04;0.02;244.93;247.06;246.53;0;0;0;21;6;Ok;none;-------;-------;10252.46;250;2337.44;2267.21;0;49.98;3;3000;588.13;413.21;0.02;0.02;245.12;245.16;244.52;0;0;0;10;6;Ok;none;-------;-------;10255.47;252;2330.34;2265.49;0;49.98;3;3000;595.46;410.89;35;11;243.02;247.05;244.4;0;0;0;20;4;Ok;none;-------;-------;10264.38;315;2346.44;2273.34;0;49.98;3;3000;596.47;409.92;0.02;0.02;244.47;246.61;245.77;0;0;0;10;6;Ok;none;-------;-------;10215.28;354;2344.85;2269.02;0;49.98;3;3000;590.3;412.1;0.02;0.02;244.34;246.91;246.3;0;0;0;10;6;Ok;none;-------;-------;8236.73;223;1998.91;1927.72;0;49.98;3;3000;598.33;414.45;18;8;245.03;247.34;246.76;0;0;0;10;2;Ok;none;-------;-------;8686.85;229;2001.61;1934.26;0;49.98;3;3000;601.29;416.07;35;20;243.13;245.07;244.46;0;0;0;20;8;Ok;none;-------;-------;1.49;-0.6;2;0;Ok
06.01.2013 08:25;78559.76;2123;18043.36;17479.62;0;50;3;3000;613.43;419.65;0.03;0.02;1.61;-0.6;2;2;0;0;0;137;;;;53;Ok;10336.65;248;2338.8;2268.99;0;50;3;3000;614.77;420.52;0.05;0.03;245.09;247.24;246.62;0;0;0;31;10;Ok;none;-------;-------;10311.93;252;2344.46;2273.58;0;50;3;3000;616.8;419.8;0.04;0.02;244.93;247.19;246.54;0;0;0;22;6;Ok;none;-------;-------;10252.46;250;2337.52;2267.21;0;50;3;3000;604.22;419.61;0.02;0.02;245.11;245.31;244.56;0;0;0;12;6;Ok;none;-------;-------;10255.47;252;2330.43;2265.49;0;50;3;3000;613.45;418.04;35;16;243.05;247.18;244.45;0;0;0;21;6;Ok;none;-------;-------;10264.38;315;2346.52;2273.34;0;50;3;3000;614.06;416.76;0.02;0.02;244.48;246.75;245.79;0;0;0;10;6;Ok;none;-------;-------;10215.28;354;2344.93;2269.02;0;50;3;3000;610.57;419.08;0.02;0.02;244.31;247.02;246.29;0;0;0;10;6;Ok;none;-------;-------;8236.73;223;1998.99;1927.72;0;50;3;3000;616;421.39;18;11;245;247.45;246.75;0;0;0;10;4;Ok;none;-------;-------;8686.85;229;2001.69;1934.26;0;50;3;3000;617.58;422.03;35;23;243.13;245.2;244.48;0;0;0;21;9;Ok;none;-------;-------;1.61;-0.6;2;2;Ok
06.01.2013 08:30;78559.78;2131;18044.02;17480.06;24;50;11;3000;617.17;419.44;0.04;0.02;1.6;-0.7;2;3;0.02;0.02;0.02;177;;;;70;Ok;10336.66;249;2338.89;2269.04;1;50;11;3000;624.88;424.86;0.06;0.03;244.97;247.03;246.64;0.02;0.02;0.02;33;11;Ok;none;-------;-------;10311.93;253;2344.54;2273.63;0;50;11;3000;628.22;425.47;0.04;0.02;244.81;246.99;246.57;0.02;0.01;0.01;26;7;Ok;none;-------;-------;10252.47;251;2337.61;2267.28;9;50;11;3000;590.08;407.31;0.04;0.03;244.99;245.14;244.64;0.04;0.04;0.04;23;11;Ok;none;-------;-------;10255.47;253;2330.51;2265.53;0;50;11;3000;627.87;424.9;36;17;242.97;246.99;244.51;0;0;0;22;6;Ok;none;-------;-------;10264.39;316;2346.61;2273.4;2;50;12;3000;622.24;419.22;0.02;0.02;244.37;246.56;245.84;0.02;0.02;0.02;14;8;Ok;none;-------;-------;10215.28;355;2345.02;2269.07;1;50;12;3000;619.63;421.8;0.02;0.02;244.21;246.83;246.34;0.02;0.02;0.02;14;8;Ok;none;-------;-------;8236.74;224;1999.08;1927.77;0;50;11;3000;628.5;427.7;19;11;244.9;247.26;246.79;0.01;0.01;0.01;11;4;Ok;none;-------;-------;8686.85;230;2001.77;1934.34;11;50;11;3000;595.94;404.31;61;40;243.03;245.03;244.57;0.06;0.05;0.05;34;15;Ok;none;-------;-------;1.6;-0.7;2;3;Ok
06.01.2013 08:35;78559.82;2131;18044.69;17480.73;408;49.99;11;3000;513.28;346.12;0.14;0.09;2.07;-0.7;2;5;0.1;0.1;0.09;586;;;;236;Ok;10336.66;249;2338.97;2269.12;53;49.99;12;3000;513.61;347.08;0.17;0.1;244.58;246.78;246.55;0.09;0.09;0.09;85;33;Ok;none;-------;-------;10311.94;253;2344.63;2273.72;52;49.99;11;3000;515.69;346.38;0.16;0.09;244.44;246.74;246.48;0.09;0.1;0.09;81;29;Ok;none;-------;-------;10252.47;251;2337.69;2267.36;54;49.99;11;3000;499.46;343.45;0.14;0.09;244.62;244.92;244.54;0.09;0.09;0.09;69;30;Ok;none;-------;-------;10255.48;253;2330.59;2265.62;49;49.99;11;3000;522.6;349.98;145;80;242.62;246.74;244.44;0.1;0.1;0.1;75;27;Ok;none;-------;-------;10264.39;316;2346.69;2273.48;48;49.99;13;3000;514.95;343.77;0.13;0.09;243.99;246.31;245.72;0.11;0.1;0.1;66;29;Ok;none;-------;-------;10215.28;355;2345.1;2269.16;47;49.99;12;3000;512.69;345.44;0.13;0.09;243.81;246.59;246.22;0.12;0.11;0.11;67;30;Ok;none;-------;-------;8236.74;224;1999.16;1927.85;52;49.99;11;3000;515.29;348.02;128;80;244.51;247;246.66;0.09;0.1;0.09;66;27;Ok;none;-------;-------;8686.86;230;2001.86;1934.42;53;49.99;12;3000;511.97;344.87;153;90;242.68;244.8;244.43;0.09;0.09;0.09;77;31;Ok;none;-------;-------;2.07;-0.7;2;5;Ok
06.01.2013 08:40;78559.87;2131;18045.36;17481.39;520;49.98;11;3000;517.03;348.49;0.16;0.1;2.01;-0.6;2;6;0.13;0.13;0.13;675;;;;265;Ok;10336.67;249;2339.05;2269.21;66;49.98;12;3000;517.25;350.12;0.19;0.11;244.47;246.6;246.32;0.13;0.13;0.14;96;36;Ok;none;-------;-------;10311.94;253;2344.71;2273.8;66;49.98;12;3000;516.72;347.73;0.18;0.1;244.31;246.56;246.23;0.12;0.11;0.13;92;33;Ok;none;-------;-------;10252.48;251;2337.77;2267.45;67;49.98;11;3000;510.11;348.89;0.16;0.1;244.49;244.75;244.3;0.15;0.15;0.15;79;34;Ok;none;-------;-------;10255.49;253;2330.68;2265.7;67;49.98;10;3000;515.88;345.53;174;95;242.51;246.56;244.21;0.13;0.12;0.13;89;32;Ok;none;-------;-------;10264.4;316;2346.77;2273.56;60;49.98;11;3000;520.87;347.79;0.15;0.09;243.86;246.12;245.47;0.11;0.12;0.12;77;32;Ok;none;-------;-------;10215.29;355;2345.18;2269.24;59;49.98;11;3000;517.64;349.14;0.15;0.09;243.68;246.41;245.97;0.1;0.11;0.11;77;32;Ok;none;-------;-------;8236.75;224;1999.24;1927.93;68;49.98;11;3000;514.36;347.79;152;91;244.38;246.82;246.42;0.13;0.13;0.13;78;32;Ok;none;-------;-------;8686.86;230;2001.94;1934.5;67;49.98;12;3000;523.45;351;169;100;242.57;244.63;244.2;0.15;0.15;0.15;87;34;Ok;none;-------;-------;2.01;-0.6;2;6;Ok
06.01.2013 08:45;78559.98;2131;18046.02;17482.06;977;49.98;11;3000;538.84;358.15;0.23;0.13;1.78;-0.6;2;11;0.2;0.2;0.2;993;;;;373;Ok;10336.68;249;2339.14;2269.29;124;49.98;11;3000;542.8;359.5;0.25;0.14;244.26;246.39;246.2;0.21;0.2;0.21;136;50;Ok;none;-------;-------;10311.96;253;2344.79;2273.88;122;49.98;11;3000;543.46;360.52;0.24;0.13;244.11;246.35;246.14;0.21;0.21;0.22;129;45;Ok;none;-------;-------;10252.49;251;2337.86;2267.53;127;49.99;11;3000;523.87;355.34;0.24;0.14;244.28;244.56;244.22;0.2;0.19;0.2;123;48;Ok;none;-------;-------;10255.5;253;2330.76;2265.78;121;49.98;11;3000;543.83;360.73;234;126;242.32;246.35;244.12;0.21;0.21;0.21;126;45;Ok;none;-------;-------;10264.41;316;2346.86;2273.65;117;49.98;11;3000;536.01;353.87;0.22;0.13;243.66;245.92;245.37;0.17;0.17;0.17;117;46;Ok;none;-------;-------;10215.3;355;2345.27;2269.32;113;49.98;12;3000;537.09;355.53;0.22;0.13;243.48;246.2;245.87;0.17;0.17;0.17;118;46;Ok;none;-------;-------;8236.76;224;1999.33;1928.02;123;49.98;11;3000;546.66;361.99;209;124;244.19;246.62;246.32;0.22;0.21;0.22;113;44;Ok;none;-------;-------;8686.88;230;2002.02;1934.59;130;49.98;11;3000;537.05;357.76;244;138;242.38;244.44;244.12;0.2;0.2;0.21;131;49;Ok;none;-------;-------;1.78;-0.6;2;11;Ok
06.01.2013 08:50;78560.15;2131;18046.69;17482.72;1616;49.97;11;3000;587.02;378.94;0.31;0.17;2.05;-0.5;2;16;0.29;0.28;0.29;1435;;;;519;Ok;10336.7;249;2339.22;2269.37;204;49.97;12;3000;590.51;380.15;0.33;0.18;243.95;246.23;245.87;0.29;0.29;0.3;192;66;Ok;none;-------;-------;10311.98;253;2344.88;2273.97;204;49.97;12;3000;588.47;380.48;0.32;0.17;243.81;246.2;245.81;0.29;0.29;0.3;186;64;Ok;none;-------;-------;10252.52;251;2337.94;2267.61;206;49.98;11;3000;572.24;376.21;0.31;0.18;243.98;244.42;243.91;0.3;0.29;0.3;177;66;Ok;none;-------;-------;10255.52;253;2330.84;2265.87;203;49.97;11;3000;592.82;380.1;311;169;242.04;246.19;243.82;0.29;0.29;0.3;184;64;Ok;none;-------;-------;10264.43;316;2346.94;2273.73;194;49.97;11;3000;591.57;377.2;0.29;0.17;243.35;245.76;245.04;0.27;0.27;0.27;171;64;Ok;none;-------;-------;10215.32;355;2345.35;2269.41;190;49.97;12;3000;574.34;378.66;0.3;0.17;243.16;246.03;245.53;0.26;0.26;0.27;171;64;Ok;none;-------;-------;8236.78;224;1999.41;1928.1;206;49.97;11;3000;592.88;379.75;286;167;243.88;246.45;245.98;0.3;0.29;0.3;169;63;Ok;none;-------;-------;8686.9;230;2002.11;1934.67;209;49.97;11;3000;593.39;378.99;312;180;242.1;244.3;243.81;0.3;0.3;0.31;185;68;Ok;none;-------;-------;2.05;-0.5;2;16;Ok
06.01.2013 08:55;78560.38;2131;18047.36;17483.39;2308;49.98;11;3000;597.08;387.27;0.4;0.22;1.12;-0.4;2;22;0.4;0.4;0.41;1924;;;;677;Ok;10336.73;249;2339.3;2269.46;292;49.98;11;3000;598.01;388.2;0.43;0.22;244.12;246.11;245.9;0.4;0.4;0.41;254;86;Ok;none;-------;-------;10312.01;253;2344.96;2274.05;292;49.98;11;3000;597.86;387.52;0.42;0.22;243.97;246.07;245.82;0.41;0.4;0.41;248;84;Ok;none;-------;-------;10252.54;251;2338.02;2267.7;292;49.98;11;3000;586.62;385.18;0.4;0.22;244.13;244.32;243.95;0.41;0.41;0.41;236;84;Ok;none;-------;-------;10255.55;253;2330.93;2265.95;291;49.98;10;3000;596.85;386.91;411;217;242.22;246.07;243.85;0.41;0.4;0.41;245;84;Ok;none;-------;-------;10264.46;316;2347.02;2273.81;277;49.98;12;3000;597.08;385.48;0.39;0.22;243.51;245.63;245.06;0.38;0.38;0.38;232;84;Ok;none;-------;-------;10215.35;355;2345.43;2269.49;274;49.98;12;3000;597.49;387.35;0.39;0.22;243.33;245.91;245.56;0.37;0.38;0.38;232;84;Ok;none;-------;-------;8236.81;224;1999.49;1928.18;292;49.98;11;3000;602.98;389.21;381;215;244.03;246.31;245.98;0.41;0.4;0.41;230;83;Ok;none;-------;-------;8686.93;230;2002.19;1934.75;298;49.98;10;3000;599.75;388.37;412;228;242.29;244.2;243.84;0.41;0.42;0.42;247;88;Ok;none;-------;-------;1.12;-0.4;2;22;Ok
06.01.2013 09:00;78560.62;2131;18048.02;17484.06;2846;49.98;11;3000;599.61;392.44;0.48;0.26;1.84;-0.1;2.2;27;0.49;0.49;0.5;2313;;;;803;Ok;10336.76;249;2339.39;2269.54;360;49.98;11;3000;598.17;392.5;0.51;0.26;244;246.2;245.95;0.5;0.49;0.5;304;102;Ok;none;-------;-------;10312.04;253;2345.04;2274.13;360;49.98;10;3000;601.83;393.44;0.5;0.26;243.84;246.15;245.87;0.5;0.49;0.51;297;101;Ok;none;-------;-------;10252.58;251;2338.11;2267.78;359;49.98;11;3000;591.66;391.46;0.48;0.26;244.01;244.43;244.02;0.5;0.49;0.5;284;99;Ok;none;-------;-------;10255.58;253;2331.01;2266.03;357;49.98;11;3000;601.77;391.25;488;254;242.12;246.16;243.93;0.5;0.49;0.5;293;99;Ok;none;-------;-------;10264.49;316;2347.11;2273.9;343;49.98;12;3000;600.06;390.1;0.47;0.26;243.4;245.73;245.11;0.47;0.47;0.47;279;99;Ok;none;-------;-------;10215.38;355;2345.52;2269.57;341;49.98;12;3000;597.85;393.45;0.47;0.26;243.19;245.99;245.6;0.47;0.47;0.47;282;100;Ok;none;-------;-------;8236.84;224;1999.58;1928.27;359;49.98;11;3000;604.3;394.5;460;252;243.91;246.4;246.03;0.5;0.49;0.5;278;99;Ok;none;-------;-------;8686.96;230;2002.27;1934.84;367;49.98;11;3000;601.31;392.83;493;267;242.18;244.31;243.91;0.51;0.51;0.51;296;104;Ok;none;-------;-------;1.84;-0.1;2.2;27;Ok
06.01.2013 09:05;78560.91;2131;18048.69;17484.73;3173;49.99;10;3000;601.83;395.76;0.53;0.28;1.63;0;2.3;30;0.54;0.54;0.55;2543;;;;880;Ok;10336.8;249;2339.47;2269.62;401;49.99;11;3000;602.92;396.65;0.55;0.28;244.24;246.26;246.02;0.55;0.55;0.55;332;112;Ok;none;-------;-------;10312.07;253;2345.13;2274.22;402;49.99;11;3000;603.62;396.07;0.54;0.28;244.09;246.21;245.95;0.55;0.55;0.56;326;110;Ok;none;-------;-------;10252.61;251;2338.19;2267.86;401;49.99;11;3000;591.54;394.47;0.53;0.28;244.25;244.52;244.13;0.55;0.55;0.56;314;109;Ok;none;-------;-------;10255.62;253;2331.09;2266.12;398;49.99;10;3000;602.76;394.2;535;276;242.38;246.22;244.02;0.55;0.54;0.56;322;108;Ok;none;-------;-------;10264.52;316;2347.19;2273.98;382;49.99;11;3000;604.02;394.73;0.51;0.28;243.65;245.8;245.2;0.52;0.53;0.52;307;109;Ok;none;-------;-------;10215.41;355;2345.6;2269.66;379;49.99;11;3000;600.96;395.74;0.52;0.28;243.44;246.05;245.68;0.52;0.52;0.52;310;110;Ok;none;-------;-------;8236.88;224;1999.66;1928.35;401;49.99;11;3000;605.62;397.47;507;274;244.16;246.46;246.12;0.55;0.55;0.55;306;108;Ok;none;-------;-------;8687;230;2002.36;1934.92;409;49.99;11;3000;603.25;396.82;541;289;242.45;244.39;244.01;0.56;0.56;0.57;326;114;Ok;none;-------;-------;1.63;0;2.3;30;Ok
